fips2000,fips2010,Rent50_2,Rent50_0,Rent50_1,Rent50_3,Rent50_4,State,cbsasub,areaname,county,CouSub,countyname,county_town_name,pop2010,hu2010,state_alpha
1707599999.0,1707599999,635,482,487,841,1076,17,NCNTY17075N17075,"Iroquois County, IL",75.0,99999,Iroquois County,Iroquois County,29718.0,13452.0,IL
1707799999.0,1707799999,796,491,615,1087,1091,17,METRO16060N17077,"Jackson County, IL HUD Metro FMR Area",77.0,99999,Jackson County,Jackson County,60218.0,28578.0,IL
1707999999.0,1707999999,635,417,544,914,917,17,NCNTY17079N17079,"Jasper County, IL",79.0,99999,Jasper County,Jasper County,9698.0,4345.0,IL
1708199999.0,1708199999,661,441,498,828,1009,17,NCNTY17081N17081,"Jefferson County, IL",81.0,99999,Jefferson County,Jefferson County,38827.0,16954.0,IL
1708399999.0,1708399999,896,595,688,1183,1370,17,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",83.0,99999,Jersey County,Jersey County,22985.0,9848.0,IL
1708599999.0,1708599999,635,417,549,867,929,17,NCNTY17085N17085,"Jo Daviess County, IL",85.0,99999,Jo Daviess County,Jo Daviess County,22678.0,13574.0,IL
1708799999.0,1708799999,669,440,525,830,1068,17,NCNTY17087N17087,"Johnson County, IL",87.0,99999,Johnson County,Johnson County,12582.0,5598.0,IL
1708999999.0,1708999999,1176,860,1001,1494,1780,17,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",89.0,99999,Kane County,Kane County,515269.0,182047.0,IL
1709199999.0,1709199999,876,540,654,1206,1392,17,METRO28100M28100,"Kankakee, IL MSA",91.0,99999,Kankakee County,Kankakee County,113449.0,45246.0,IL
1709399999.0,1709399999,1198,739,895,1723,2092,17,METRO16980MM3780,"Kendall County, IL HUD Metro FMR Area",93.0,99999,Kendall County,Kendall County,114736.0,40321.0,IL
1709599999.0,1709599999,674,416,504,836,924,17,NCNTY17095N17095,"Knox County, IL",95.0,99999,Knox County,Knox County,52919.0,24077.0,IL
1709999999.0,1709999999,760,469,568,1074,1097,17,NCNTY17099N17099,"La Salle County, IL",99.0,99999,La Salle County,La Salle County,113924.0,49978.0,IL
1709799999.0,1709799999,1176,860,1001,1494,1780,17,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",97.0,99999,Lake County,Lake County,703462.0,260310.0,IL
1710199999.0,1710199999,635,471,474,867,870,17,NCNTY17101N17101,"Lawrence County, IL",101.0,99999,Lawrence County,Lawrence County,16833.0,6936.0,IL
1710399999.0,1710399999,723,574,578,991,1038,17,NCNTY17103N17103,"Lee County, IL",103.0,99999,Lee County,Lee County,36031.0,15049.0,IL
1710599999.0,1710599999,687,424,513,912,942,17,NCNTY17105N17105,"Livingston County, IL",105.0,99999,Livingston County,Livingston County,38950.0,15895.0,IL
1710799999.0,1710799999,656,431,490,869,899,17,NCNTY17107N17107,"Logan County, IL",107.0,99999,Logan County,Logan County,30305.0,12107.0,IL
1711599999.0,1711599999,738,455,551,1004,1024,17,METRO19500M19500,"Decatur, IL MSA",115.0,99999,Macon County,Macon County,110768.0,50475.0,IL
1711799999.0,1711799999,667,456,498,885,1058,17,METRO41180N17117,"Macoupin County, IL HUD Metro FMR Area",117.0,99999,Macoupin County,Macoupin County,47765.0,21584.0,IL
1711999999.0,1711999999,896,595,688,1183,1370,17,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",119.0,99999,Madison County,Madison County,269282.0,117106.0,IL
1712199999.0,1712199999,686,423,513,935,980,17,NCNTY17121N17121,"Marion County, IL",121.0,99999,Marion County,Marion County,39437.0,18296.0,IL
1712399999.0,1712399999,797,501,614,1010,1176,17,METRO37900M37900,"Peoria, IL MSA",123.0,99999,Marshall County,Marshall County,12640.0,5914.0,IL
1712599999.0,1712599999,665,437,497,825,961,17,NCNTY17125N17125,"Mason County, IL",125.0,99999,Mason County,Mason County,14666.0,7077.0,IL
1712799999.0,1712799999,712,471,532,884,1243,17,NCNTY17127N17127,"Massac County, IL",127.0,99999,Massac County,Massac County,15429.0,7113.0,IL
1710999999.0,1710999999,819,505,660,1016,1154,17,NCNTY17109N17109,"McDonough County, IL",109.0,99999,McDonough County,McDonough County,32612.0,14419.0,IL
1711199999.0,1711199999,1176,860,1001,1494,1780,17,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",111.0,99999,McHenry County,McHenry County,308760.0,116040.0,IL
1711399999.0,1711399999,889,597,671,1173,1552,17,METRO14010M14060,"Bloomington, IL  HUD Metro FMR Area",113.0,99999,McLean County,McLean County,169572.0,69656.0,IL
1712999999.0,1712999999,825,553,635,1080,1131,17,METRO44100M44100,"Springfield, IL MSA",129.0,99999,Menard County,Menard County,12705.0,5654.0,IL
1713199999.0,1713199999,757,477,591,995,1056,17,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",131.0,99999,Mercer County,Mercer County,16434.0,7358.0,IL
1713399999.0,1713399999,896,595,688,1183,1370,17,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",133.0,99999,Monroe County,Monroe County,32957.0,13392.0,IL
1713599999.0,1713599999,719,443,576,892,1008,17,NCNTY17135N17135,"Montgomery County, IL",135.0,99999,Montgomery County,Montgomery County,30104.0,13080.0,IL
1713799999.0,1713799999,686,430,513,889,940,17,NCNTY17137N17137,"Morgan County, IL",137.0,99999,Morgan County,Morgan County,35547.0,15515.0,IL
1713999999.0,1713999999,635,417,529,867,948,17,NCNTY17139N17139,"Moultrie County, IL",139.0,99999,Moultrie County,Moultrie County,14846.0,6260.0,IL
1714199999.0,1714199999,705,475,527,974,1162,17,NCNTY17141N17141,"Ogle County, IL",141.0,99999,Ogle County,Ogle County,53497.0,22561.0,IL
1714399999.0,1714399999,797,501,614,1010,1176,17,METRO37900M37900,"Peoria, IL MSA",143.0,99999,Peoria County,Peoria County,186494.0,83034.0,IL
1714599999.0,1714599999,635,516,525,824,952,17,NCNTY17145N17145,"Perry County, IL",145.0,99999,Perry County,Perry County,22350.0,9426.0,IL
1714799999.0,1714799999,884,573,708,1113,1466,17,METRO16580M16580,"Champaign-Urbana, IL MSA",147.0,99999,Piatt County,Piatt County,16729.0,7269.0,IL
1714999999.0,1714999999,635,446,474,870,993,17,NCNTY17149N17149,"Pike County, IL",149.0,99999,Pike County,Pike County,16430.0,7951.0,IL
1715199999.0,1715199999,635,417,480,914,917,17,NCNTY17151N17151,"Pope County, IL",151.0,99999,Pope County,Pope County,4470.0,2491.0,IL
1715399999.0,1715399999,671,441,506,833,969,17,NCNTY17153N17153,"Pulaski County, IL",153.0,99999,Pulaski County,Pulaski County,6161.0,3155.0,IL
1715599999.0,1715599999,735,476,565,912,1062,17,NCNTY17155N17155,"Putnam County, IL",155.0,99999,Putnam County,Putnam County,6006.0,3074.0,IL
1715799999.0,1715799999,685,427,520,924,1074,17,NCNTY17157N17157,"Randolph County, IL",157.0,99999,Randolph County,Randolph County,33476.0,13707.0,IL
1715999999.0,1715999999,635,417,474,898,966,17,NCNTY17159N17159,"Richland County, IL",159.0,99999,Richland County,Richland County,16233.0,7513.0,IL
1716199999.0,1716199999,757,477,591,995,1056,17,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",161.0,99999,Rock Island County,Rock Island County,147546.0,65756.0,IL
1716599999.0,1716599999,665,494,497,946,954,17,NCNTY17165N17165,"Saline County, IL",165.0,99999,Saline County,Saline County,24913.0,11697.0,IL
1716799999.0,1716799999,825,553,635,1080,1131,17,METRO44100M44100,"Springfield, IL MSA",167.0,99999,Sangamon County,Sangamon County,197465.0,89901.0,IL
1716999999.0,1716999999,653,429,554,880,943,17,NCNTY17169N17169,"Schuyler County, IL",169.0,99999,Schuyler County,Schuyler County,7544.0,3459.0,IL
1717199999.0,1717199999,635,417,474,788,870,17,NCNTY17171N17171,"Scott County, IL",171.0,99999,Scott County,Scott County,5355.0,2459.0,IL
1717399999.0,1717399999,662,435,495,821,1040,17,NCNTY17173N17173,"Shelby County, IL",173.0,99999,Shelby County,Shelby County,22363.0,10396.0,IL
1716399999.0,1716399999,896,595,688,1183,1370,17,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",163.0,99999,St. Clair County,St. Clair County,270056.0,116249.0,IL
1717599999.0,1717599999,797,501,614,1010,1176,17,METRO37900M37900,"Peoria, IL MSA",175.0,99999,Stark County,Stark County,5994.0,2674.0,IL
1717799999.0,1717799999,680,456,508,856,932,17,NCNTY17177N17177,"Stephenson County, IL",177.0,99999,Stephenson County,Stephenson County,47711.0,22081.0,IL
1717999999.0,1717999999,797,501,614,1010,1176,17,METRO37900M37900,"Peoria, IL MSA",179.0,99999,Tazewell County,Tazewell County,135394.0,57516.0,IL
1718199999.0,1718199999,635,392,474,877,924,17,NCNTY17181N17181,"Union County, IL",181.0,99999,Union County,Union County,17808.0,7924.0,IL
1718399999.0,1718399999,709,437,541,880,972,17,METRO19180M19180,"Danville, IL MSA",183.0,99999,Vermilion County,Vermilion County,81625.0,36318.0,IL
1718599999.0,1718599999,651,428,486,870,892,17,NCNTY17185N17185,"Wabash County, IL",185.0,99999,Wabash County,Wabash County,11947.0,5585.0,IL
1718799999.0,1718799999,678,445,507,924,929,17,NCNTY17187N17187,"Warren County, IL",187.0,99999,Warren County,Warren County,17707.0,7682.0,IL
1718999999.0,1718999999,704,463,526,874,965,17,NCNTY17189N17189,"Washington County, IL",189.0,99999,Washington County,Washington County,14716.0,6534.0,IL
1719199999.0,1719199999,635,417,489,788,917,17,NCNTY17191N17191,"Wayne County, IL",191.0,99999,Wayne County,Wayne County,16760.0,7975.0,IL
1719399999.0,1719399999,635,441,474,800,1016,17,NCNTY17193N17193,"White County, IL",193.0,99999,White County,White County,14665.0,7181.0,IL
1719599999.0,1719599999,693,549,552,876,988,17,NCNTY17195N17195,"Whiteside County, IL",195.0,99999,Whiteside County,Whiteside County,58498.0,25770.0,IL
1719799999.0,1719799999,1176,860,1001,1494,1780,17,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",197.0,99999,Will County,Will County,677560.0,237501.0,IL
1719999999.0,1719999999,738,533,551,1044,1288,17,METRO16060N17199,"Williamson County, IL HUD Metro FMR Area",199.0,99999,Williamson County,Williamson County,66357.0,30359.0,IL
1720199999.0,1720199999,828,560,619,1088,1243,17,METRO40420M40420,"Rockford, IL MSA",201.0,99999,Winnebago County,Winnebago County,295266.0,125965.0,IL
1720399999.0,1720399999,797,501,614,1010,1176,17,METRO37900M37900,"Peoria, IL MSA",203.0,99999,Woodford County,Woodford County,38664.0,15145.0,IL
1800199999.0,1800199999,650,457,487,865,1072,18,NCNTY18001N18001,"Adams County, IN",1.0,99999,Adams County,Adams County,34387.0,13014.0,IN
1800399999.0,1800399999,753,522,592,969,1077,18,METRO23060M23060,"Fort Wayne, IN MSA",3.0,99999,Allen County,Allen County,355329.0,152184.0,IN
1800599999.0,1800599999,841,561,704,1060,1153,18,METRO18020M18020,"Columbus, IN MSA",5.0,99999,Bartholomew County,Bartholomew County,76794.0,33098.0,IN
1800799999.0,1800799999,872,639,710,1185,1522,18,METRO29200M29140,"Lafayette-West Lafayette, IN HUD Metro FMR Area",7.0,99999,Benton County,Benton County,8854.0,3937.0,IN
1800999999.0,1800999999,650,457,486,882,1037,18,NCNTY18009N18009,"Blackford County, IN",9.0,99999,Blackford County,Blackford County,12766.0,6051.0,IN
1801199999.0,1801199999,864,589,695,1158,1314,18,METRO26900M26900,"Indianapolis-Carmel-Anderson, IN HUD Metro FMR Area",11.0,99999,Boone County,Boone County,56640.0,22754.0,IN
1801399999.0,1801399999,864,589,695,1158,1314,18,METRO26900M26900,"Indianapolis-Carmel-Anderson, IN HUD Metro FMR Area",13.0,99999,Brown County,Brown County,15242.0,8285.0,IN
1801599999.0,1801599999,696,547,550,951,954,18,METRO29200N18015,"Carroll County, IN HUD Metro FMR Area",15.0,99999,Carroll County,Carroll County,20155.0,9472.0,IN
1801799999.0,1801799999,666,441,498,826,996,18,NCNTY18017N18017,"Cass County, IN",17.0,99999,Cass County,Cass County,38966.0,16474.0,IN
1801999999.0,1801999999,867,584,684,1192,1353,18,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",19.0,99999,Clark County,Clark County,110232.0,47776.0,IN
1802199999.0,1802199999,735,453,549,912,1007,18,METRO45460M45460,"Terre Haute, IN HUD Metro FMR Area",21.0,99999,Clay County,Clay County,26890.0,11703.0,IN
1802399999.0,1802399999,705,435,535,930,1081,18,NCNTY18023N18023,"Clinton County, IN",23.0,99999,Clinton County,Clinton County,33224.0,13321.0,IN
1802599999.0,1802599999,650,457,486,807,922,18,NCNTY18025N18025,"Crawford County, IN",25.0,99999,Crawford County,Crawford County,10713.0,5520.0,IN
1802799999.0,1802799999,650,457,486,891,895,18,NCNTY18027N18027,"Daviess County, IN",27.0,99999,Daviess County,Daviess County,31648.0,12471.0,IN
1803399999.0,1803399999,670,466,528,879,1065,18,NCNTY18033N18033,"DeKalb County, IN",33.0,99999,DeKalb County,DeKalb County,42223.0,17558.0,IN
1802999999.0,1802999999,843,546,642,1180,1389,18,METRO17140M17140,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",29.0,99999,Dearborn County,Dearborn County,50047.0,20171.0,IN
1803199999.0,1803199999,768,474,587,953,1053,18,NCNTY18031N18031,"Decatur County, IN",31.0,99999,Decatur County,Decatur County,25740.0,11209.0,IN
1803599999.0,1803599999,836,578,640,1100,1392,18,METRO34620M34620,"Muncie, IN MSA",35.0,99999,Delaware County,Delaware County,117671.0,52357.0,IN
1803799999.0,1803799999,659,501,504,960,1151,18,NCNTY18037N18037,"Dubois County, IN",37.0,99999,Dubois County,Dubois County,41889.0,17384.0,IN
1803999999.0,1803999999,824,508,617,1024,1184,18,METRO21140M21140,"Elkhart-Goshen, IN MSA",39.0,99999,Elkhart County,Elkhart County,197559.0,77767.0,IN
1804199999.0,1804199999,674,456,504,889,960,18,NCNTY18041N18041,"Fayette County, IN",41.0,99999,Fayette County,Fayette County,24277.0,10898.0,IN
1804399999.0,1804399999,867,584,684,1192,1353,18,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",43.0,99999,Floyd County,Floyd County,74578.0,31968.0,IN
1804599999.0,1804599999,716,503,585,912,981,18,NCNTY18045N18045,"Fountain County, IN",45.0,99999,Fountain County,Fountain County,17240.0,7865.0,IN
1804799999.0,1804799999,739,456,552,917,1013,18,NCNTY18047N18047,"Franklin County, IN",47.0,99999,Franklin County,Franklin County,23087.0,9538.0,IN
1804999999.0,1804999999,666,468,510,826,913,18,NCNTY18049N18049,"Fulton County, IN",49.0,99999,Fulton County,Fulton County,20836.0,9708.0,IN
1805199999.0,1805199999,655,460,535,886,995,18,NCNTY18051N18051,"Gibson County, IN",51.0,99999,Gibson County,Gibson County,33503.0,14645.0,IN
1805399999.0,1805399999,678,476,507,889,987,18,NCNTY18053N18053,"Grant County, IN",53.0,99999,Grant County,Grant County,70061.0,30443.0,IN
1805599999.0,1805599999,650,401,497,807,1073,18,NCNTY18055N18055,"Greene County, IN",55.0,99999,Greene County,Greene County,33165.0,15211.0,IN
1805799999.0,1805799999,864,589,695,1158,1314,18,METRO26900M26900,"Indianapolis-Carmel-Anderson, IN HUD Metro FMR Area",57.0,99999,Hamilton County,Hamilton County,274569.0,106772.0,IN
1805999999.0,1805999999,864,589,695,1158,1314,18,METRO26900M26900,"Indianapolis-Carmel-Anderson, IN HUD Metro FMR Area",59.0,99999,Hancock County,Hancock County,70002.0,28125.0,IN
1806199999.0,1806199999,867,584,684,1192,1353,18,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",61.0,99999,Harrison County,Harrison County,39364.0,16534.0,IN
1806399999.0,1806399999,864,589,695,1158,1314,18,METRO26900M26900,"Indianapolis-Carmel-Anderson, IN HUD Metro FMR Area",63.0,99999,Hendricks County,Hendricks County,145448.0,55454.0,IN
1806599999.0,1806599999,673,498,503,864,924,18,NCNTY18065N18065,"Henry County, IN",65.0,99999,Henry County,Henry County,49462.0,21288.0,IN
1806799999.0,1806799999,713,485,533,964,977,18,METRO29020M29020,"Kokomo, IN MSA",67.0,99999,Howard County,Howard County,82752.0,38679.0,IN
1806999999.0,1806999999,704,466,526,932,965,18,NCNTY18069N18069,"Huntington County, IN",69.0,99999,Huntington County,Huntington County,37124.0,15805.0,IN
1807199999.0,1807199999,696,489,573,1001,1097,18,NCNTY18071N18071,"Jackson County, IN",71.0,99999,Jackson County,Jackson County,42376.0,18202.0,IN
1807399999.0,1807399999,783,584,585,972,1351,18,METRO16980N18073,"Jasper County, IN HUD Metro FMR Area",73.0,99999,Jasper County,Jasper County,33478.0,13168.0,IN
1807599999.0,1807599999,650,457,491,888,891,18,NCNTY18075N18075,"Jay County, IN",75.0,99999,Jay County,Jay County,21253.0,9221.0,IN
1807799999.0,1807799999,705,435,586,971,1000,18,NCNTY18077N18077,"Jefferson County, IN",77.0,99999,Jefferson County,Jefferson County,32428.0,14311.0,IN
1807999999.0,1807999999,742,521,554,931,1017,18,NCNTY18079N18079,"Jennings County, IN",79.0,99999,Jennings County,Jennings County,28525.0,12069.0,IN
1808199999.0,1808199999,864,589,695,1158,1314,18,METRO26900M26900,"Indianapolis-Carmel-Anderson, IN HUD Metro FMR Area",81.0,99999,Johnson County,Johnson County,139654.0,56649.0,IN
1808399999.0,1808399999,697,517,521,925,955,18,NCNTY18083N18083,"Knox County, IN",83.0,99999,Knox County,Knox County,38440.0,17038.0,IN
1808599999.0,1808599999,731,451,567,927,1002,18,NCNTY18085N18085,"Kosciusko County, IN",85.0,99999,Kosciusko County,Kosciusko County,77358.0,37038.0,IN
1808799999.0,1808799999,666,468,545,900,929,18,NCNTY18087N18087,"LaGrange County, IN",87.0,99999,LaGrange County,LaGrange County,37128.0,14094.0,IN
1809199999.0,1809199999,802,495,599,1041,1099,18,METRO33140M33140,"Michigan City-La Porte, IN MSA",91.0,99999,LaPorte County,LaPorte County,111467.0,48448.0,IN
1808999999.0,1808999999,926,571,755,1182,1269,18,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",89.0,99999,Lake County,Lake County,496005.0,208750.0,IN
1809399999.0,1809399999,692,427,517,859,1139,18,NCNTY18093N18093,"Lawrence County, IN",93.0,99999,Lawrence County,Lawrence County,46134.0,21074.0,IN
1809599999.0,1809599999,746,460,557,976,1126,18,METRO26900M11300,"Anderson, IN HUD Metro FMR Area",95.0,99999,Madison County,Madison County,131636.0,59068.0,IN
1809799999.0,1809799999,864,589,695,1158,1314,18,METRO26900M26900,"Indianapolis-Carmel-Anderson, IN HUD Metro FMR Area",97.0,99999,Marion County,Marion County,903393.0,417862.0,IN
1809999999.0,1809999999,725,541,542,900,994,18,NCNTY18099N18099,"Marshall County, IN",99.0,99999,Marshall County,Marshall County,47051.0,19845.0,IN
1810199999.0,1810199999,650,457,506,947,1135,18,NCNTY18101N18101,"Martin County, IN",101.0,99999,Martin County,Martin County,10334.0,4786.0,IN
1810399999.0,1810399999,650,457,562,911,1135,18,NCNTY18103N18103,"Miami County, IN",103.0,99999,Miami County,Miami County,36903.0,15479.0,IN
1810599999.0,1810599999,982,721,763,1335,1714,18,METRO14020MM1020,"Bloomington, IN HUD Metro FMR Area",105.0,99999,Monroe County,Monroe County,137974.0,59107.0,IN
1810799999.0,1810799999,740,542,553,971,1014,18,NCNTY18107N18107,"Montgomery County, IN",107.0,99999,Montgomery County,Montgomery County,38124.0,16535.0,IN
1810999999.0,1810999999,864,589,695,1158,1314,18,METRO26900M26900,"Indianapolis-Carmel-Anderson, IN HUD Metro FMR Area",109.0,99999,Morgan County,Morgan County,68894.0,27754.0,IN
1811199999.0,1811199999,926,571,755,1182,1269,18,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",111.0,99999,Newton County,Newton County,14244.0,6030.0,IN
1811399999.0,1811399999,651,403,534,843,1078,18,NCNTY18113N18113,"Noble County, IN",113.0,99999,Noble County,Noble County,47536.0,20109.0,IN
1811599999.0,1811599999,843,546,642,1180,1389,18,METRO17140M17140,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",115.0,99999,Ohio County,Ohio County,6128.0,2784.0,IN
1811799999.0,1811799999,650,457,486,848,1033,18,NCNTY18117N18117,"Orange County, IN",117.0,99999,Orange County,Orange County,19840.0,9176.0,IN
1811999999.0,1811999999,781,491,616,1032,1364,18,METRO14020N18119,"Owen County, IN HUD Metro FMR Area",119.0,99999,Owen County,Owen County,21575.0,10091.0,IN
1812199999.0,1812199999,650,457,504,854,1135,18,NCNTY18121N18121,"Parke County, IN",121.0,99999,Parke County,Parke County,17339.0,8085.0,IN
1812399999.0,1812399999,662,465,495,904,907,18,NCNTY18123N18123,"Perry County, IN",123.0,99999,Perry County,Perry County,19338.0,8495.0,IN
1812599999.0,1812599999,650,457,486,848,1080,18,NCNTY18125N18125,"Pike County, IN",125.0,99999,Pike County,Pike County,12845.0,5735.0,IN
1812799999.0,1812799999,926,571,755,1182,1269,18,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",127.0,99999,Porter County,Porter County,164343.0,66179.0,IN
1812999999.0,1812999999,807,584,624,1001,1106,18,METRO21780M21780,"Evansville, IN-KY MSA",129.0,99999,Posey County,Posey County,25910.0,11207.0,IN
1813199999.0,1813199999,650,401,486,807,891,18,NCNTY18131N18131,"Pulaski County, IN",131.0,99999,Pulaski County,Pulaski County,13402.0,6060.0,IN
1813399999.0,1813399999,661,540,543,963,1154,18,METRO26900N18133,"Putnam County, IN HUD Metro FMR Area",133.0,99999,Putnam County,Putnam County,37963.0,14706.0,IN
1813599999.0,1813599999,650,457,526,937,1031,18,NCNTY18135N18135,"Randolph County, IN",135.0,99999,Randolph County,Randolph County,26171.0,11743.0,IN
1813799999.0,1813799999,700,443,523,910,1104,18,NCNTY18137N18137,"Ripley County, IN",137.0,99999,Ripley County,Ripley County,28818.0,11952.0,IN
1813999999.0,1813999999,677,476,506,840,938,18,NCNTY18139N18139,"Rush County, IN",139.0,99999,Rush County,Rush County,17392.0,7508.0,IN
1814399999.0,1814399999,829,578,619,1142,1343,18,METRO31140N18143,"Scott County, IN HUD Metro FMR Area",143.0,99999,Scott County,Scott County,24181.0,10440.0,IN
1814599999.0,1814599999,864,589,695,1158,1314,18,METRO26900M26900,"Indianapolis-Carmel-Anderson, IN HUD Metro FMR Area",145.0,99999,Shelby County,Shelby County,44436.0,19080.0,IN
1814799999.0,1814799999,650,401,486,843,891,18,NCNTY18147N18147,"Spencer County, IN",147.0,99999,Spencer County,Spencer County,20952.0,8872.0,IN
1814199999.0,1814199999,836,524,667,1055,1146,18,METRO43780M43780,"South Bend-Mishawaka, IN HUD Metro FMR Area",141.0,99999,St. Joseph County,St. Joseph County,266931.0,114849.0,IN
1814999999.0,1814999999,703,434,525,881,1215,18,NCNTY18149N18149,"Starke County, IN",149.0,99999,Starke County,Starke County,23363.0,10962.0,IN
1815199999.0,1815199999,744,523,556,944,1020,18,NCNTY18151N18151,"Steuben County, IN",151.0,99999,Steuben County,Steuben County,34185.0,19377.0,IN
1815399999.0,1815399999,739,456,619,917,1013,18,METRO45460N18153,"Sullivan County, IN HUD Metro FMR Area",153.0,99999,Sullivan County,Sullivan County,21475.0,8939.0,IN
1815599999.0,1815599999,772,542,577,1125,1200,18,NCNTY18155N18155,"Switzerland County, IN",155.0,99999,Switzerland County,Switzerland County,10613.0,4969.0,IN
1815799999.0,1815799999,872,639,710,1185,1522,18,METRO29200M29140,"Lafayette-West Lafayette, IN HUD Metro FMR Area",157.0,99999,Tippecanoe County,Tippecanoe County,172780.0,71096.0,IN
1815999999.0,1815999999,730,513,575,925,1001,18,NCNTY18159N18159,"Tipton County, IN",159.0,99999,Tipton County,Tipton County,15936.0,6998.0,IN
1816199999.0,1816199999,686,565,593,851,1085,18,METRO17140N18161,"Union County, IN HUD Metro FMR Area",161.0,99999,Union County,Union County,7516.0,3239.0,IN
1816399999.0,1816399999,807,584,624,1001,1106,18,METRO21780M21780,"Evansville, IN-KY MSA",163.0,99999,Vanderburgh County,Vanderburgh County,179703.0,83003.0,IN
1816599999.0,1816599999,735,453,549,912,1007,18,METRO45460M45460,"Terre Haute, IN HUD Metro FMR Area",165.0,99999,Vermillion County,Vermillion County,16212.0,7488.0,IN
1816799999.0,1816799999,735,453,549,912,1007,18,METRO45460M45460,"Terre Haute, IN HUD Metro FMR Area",167.0,99999,Vigo County,Vigo County,107848.0,46006.0,IN
1816999999.0,1816999999,669,490,502,830,917,18,NCNTY18169N18169,"Wabash County, IN",169.0,99999,Wabash County,Wabash County,32888.0,14171.0,IN
1817199999.0,1817199999,671,471,535,916,920,18,NCNTY18171N18171,"Warren County, IN",171.0,99999,Warren County,Warren County,8508.0,3680.0,IN
1817399999.0,1817399999,807,584,624,1001,1106,18,METRO21780M21780,"Evansville, IN-KY MSA",173.0,99999,Warrick County,Warrick County,59689.0,24203.0,IN
1817599999.0,1817599999,686,478,539,961,997,18,METRO31140N18175,"Washington County, IN HUD Metro FMR Area",175.0,99999,Washington County,Washington County,28262.0,12220.0,IN
1817799999.0,1817799999,694,470,527,879,951,18,NCNTY18177N18177,"Wayne County, IN",177.0,99999,Wayne County,Wayne County,68917.0,31242.0,IN
1817999999.0,1817999999,753,522,592,969,1077,18,METRO23060M23060,"Fort Wayne, IN MSA",179.0,99999,Wells County,Wells County,27636.0,11659.0,IN
1818199999.0,1818199999,711,499,598,971,975,18,NCNTY18181N18181,"White County, IN",181.0,99999,White County,White County,24643.0,12970.0,IN
1818399999.0,1818399999,753,522,592,969,1077,18,METRO23060M23060,"Fort Wayne, IN MSA",183.0,99999,Whitley County,Whitley County,33292.0,14281.0,IN
2000199999.0,2000199999,658,474,546,955,959,20,NCNTY20001N20001,"Allen County, KS",1.0,99999,Allen County,Allen County,13371.0,6226.0,KS
2000399999.0,2000399999,658,474,569,959,965,20,NCNTY20003N20003,"Anderson County, KS",3.0,99999,Anderson County,Anderson County,8102.0,3720.0,KS
2000599999.0,2000599999,709,511,530,959,1039,20,NCNTY20005N20005,"Atchison County, KS",5.0,99999,Atchison County,Atchison County,16924.0,6990.0,KS
2000799999.0,2000799999,658,474,492,826,965,20,NCNTY20007N20007,"Barber County, KS",7.0,99999,Barber County,Barber County,4861.0,2765.0,KS
2000999999.0,2000999999,658,406,511,842,1106,20,NCNTY20009N20009,"Barton County, KS",9.0,99999,Barton County,Barton County,27674.0,12696.0,KS
2001199999.0,2001199999,704,434,526,874,965,20,NCNTY20011N20011,"Bourbon County, KS",11.0,99999,Bourbon County,Bourbon County,15173.0,7167.0,KS
2001399999.0,2001399999,658,474,492,834,902,20,NCNTY20013N20013,"Brown County, KS",13.0,99999,Brown County,Brown County,9984.0,4779.0,KS
2001599999.0,2001599999,788,486,591,1074,1215,20,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",15.0,99999,Butler County,Butler County,65880.0,26058.0,KS
2001799999.0,2001799999,658,474,492,866,902,20,NCNTY20017N20017,"Chase County, KS",17.0,99999,Chase County,Chase County,2790.0,1503.0,KS
2001999999.0,2001999999,723,521,540,897,1060,20,NCNTY20019N20019,"Chautauqua County, KS",19.0,99999,Chautauqua County,Chautauqua County,3669.0,2150.0,KS
2002199999.0,2002199999,667,481,498,836,979,20,NCNTY20021N20021,"Cherokee County, KS",21.0,99999,Cherokee County,Cherokee County,21603.0,9890.0,KS
2002399999.0,2002399999,658,474,569,817,902,20,NCNTY20023N20023,"Cheyenne County, KS",23.0,99999,Cheyenne County,Cheyenne County,2726.0,1518.0,KS
2002599999.0,2002599999,658,474,492,866,1118,20,NCNTY20025N20025,"Clark County, KS",25.0,99999,Clark County,Clark County,2215.0,1135.0,KS
